ListingKey	APN	BuildersName	City	State	StreetName	StreetNumber	TotalExpenses	YearBuilt	ListPrice	MLnumber	AccessibilityFeatures	Acres	AdNumber	Appliances	AppliancesYN	Area	Assessments	AssessmentsYN	Association	AssociationDues1	AssociationDues1Frequency	AssociationDues2	AssociationDues2Frequency	AssociationName1	AssociationYN	AttachedStructure	BuildersTractCode	BuildersTractName	Caprate	CDOM	CDOMResetYN	COLA_Board	COLA_FirstName	COLA_LastName	COLA_PublicID	COLA_StateLicenseNumber	COLO_Code	COLO_Name	CommonWalls	CommunityFeatures	ContactOrder1	ContactOrder2	ContactOrder3	ContactOrder4	ContactOrder5	ContactOrder6	Cooling	CoolingYN	COSA_FirstName	COSA_LastName	COSA_PublicID	COSA_StateLicenseNumber	COSO_Code	COSO_Name	Country	County	CrossStreets	DateClosedSale	DateCmaStatus	DateListingContract	DeletedYN	DirectionFaces	Directions	Disclosures	DocumentNumber	DOM	DoorFeatures	Elevation	EntryLevel	EntryLocation	ExteriorFeatures	FenceYN	Fencing	Fireplace	FireplaceYN	Floor	Foundation	GreenBuildingCertification	GreenCertificationRating	GreenCertifyingBody	GreenEnergyEfficient	GreenEnergyGeneration	GreenIndoorAirQuality	GreenLocation	GreenSustainability	GreenWalkScore	GreenWaterConservation	GreenYearCertified	GrossMultiplier	GrossOperatingIncome	GrossScheduledIncome	Heating	HeatingYN	InteriorFeatures	InternetSendAddressYN	InternetSendListingYN	LA_Board	LA_FirstName	LA_LastName	LA_Publicid	LA_StateLicenseNumber	LandFeeLease	LastChangeType	Laundry	LaundryYN	ListPriceExcludes	ListPriceIncludes	ListPriceLow	LO_Code	LO_Name	LotDimensions	LotFeatures	LotSquareFootage	MLSID	ModelName	MonthlyGrossIncome	NetOperatingIncome	NumberElectricMeters	NumberGarageSpaces	NumberGasMeters	NumberUncoveredSpaces	NumberUnits	NumberWaterMeters	OperatingExpense	OtherStructures	Parking	ParkingSpacesTotal	ParkingYN	Piccount	Pool	PoolYN	PostalCode	PostalCodePlus4	PreviousPrice	PreviousStatus	PricePerSqft	PricePerUnit	PropertyDescription	Roofing	Rooms	SA_FirstName	SA_LastName	SA_PublicID	SA_StateLicenseNumber	SaleType	SecurityExpense	SecurityFeatures	SellingPrice	SeniorYN	Sewer	SO_Code	SO_Name	SourceKey	SourceTimestampModified	Spa	SpaYN	SqFtSourceLot	SquareFootageBuilding	Status	Stories	StoriesTotal	StreetDirection	StreetDirectionSuffix	StreetNumberModifier	StreetSuffix	StreetSuffixModifier	StructuralCondition	Style	ThomasGuide	TimestampModified	TimestampOffMarket	TimestampPhotoModified	TimestampStatusChange	TractName	TractNumber	TractSubAreaCode	Type10ActualRent	Type10Baths	Type10Bedrooms	Type10Furnished	Type10GarageAttached	Type10GarageSpaces	Type10ProFormaRent	Type10TotalRent	Type10Units	Type11ActualRent	Type11Baths	Type11Bedrooms	Type11Furnished	Type11GarageAttached	Type11GarageSpaces	Type11ProFormaRent	Type11TotalRent	Type11Units	Type12ActualRent	Type12Baths	Type12Bedrooms	Type12Furnished	Type12GarageAttached	Type12GarageSpaces	Type12ProFormaRent	Type12TotalRent	Type12Units	Type13ActualRent	Type13Baths	Type13Bedrooms	Type13Furnished	Type13GarageAttached	Type13GarageSpaces	Type13ProFormaRent	Type13TotalRent	Type13Units	Type1ActualRent	Type1Baths	Type1Bedrooms	Type1Furnished	Type1GarageAttached	Type1GarageSpaces	Type1ProFormaRent	Type1TotalRent	Type1Units	Type2ActualRent	Type2Baths	Type2Bedrooms	Type2Furnished	Type2GarageAttached	Type2GarageSpaces	Type2ProFormaRent	Type2TotalRent	Type2Units	Type3ActualRent	Type3Baths	Type3Bedrooms	Type3Furnished	Type3GarageAttached	Type3GarageSpaces	Type3ProFormaRent	Type3TotalRent	Type3Units	Type4ActualRent	Type4Baths	Type4Bedrooms	Type4Furnished	Type4GarageAttached	Type4GarageSpaces	Type4ProFormaRent	Type4TotalRent	Type4Units	Type5ActualRent	Type5Baths	Type5Bedrooms	Type5Furnished	Type5GarageAttached	Type5GarageSpaces	Type5ProFormaRent	Type5TotalRent	Type5Units	Type6ActualRent	Type6Baths	Type6Bedrooms	Type6Furnished	Type6GarageAttached	Type6GarageSpaces	Type6ProFormaRent	Type6TotalRent	Type6Units	Type7ActualRent	Type7Baths	Type7Bedrooms	Type7Furnished	Type7GarageAttached	Type7GarageSpaces	Type7ProFormaRent	Type7TotalRent	Type7Units	Type8ActualRent	Type8Baths	Type8Bedrooms	Type8Furnished	Type8GarageAttached	Type8GarageSpaces	Type8ProFormaRent	Type8TotalRent	Type8Units	Type9ActualRent	Type9Baths	Type9Bedrooms	Type9Furnished	Type9GarageAttached	Type9GarageSpaces	Type9ProFormaRent	Type9TotalRent	Type9Units	Utilities	View	ViewYN	VirtualTour	WaterSource	WellDepth	WellGallonsPerMinute	WellPumpHorsepower	WellReportYN	WindowFeatures	YearBuiltSource	Zone
7861320	012290004000		OROV	CA	Safford	720	14040	1942	218800	OR14203943		0.190		BIR	1	699	BV	1							0	A				221									1CW	FSH,SDW,URB	2	8	1				EV	1							US	BUT	Feather River Blvd		2015-04-11 00:11:17	2014-09-19 00:00:00	0	S	Hwy 70 to east on Montgomery, left on Feather River, right on Safford.	LAO		221				GL						WW,LN	CC														35200	WL	1	SIT	1	1	OR	Bryan	Wurth	orbwurth	01802764		HOLD						orgolyon	William L. Lyon & Associates		D1	8276	MR		1600	21300	4	0	4	8	4	1	14040		UNC	8	1	1	NO	0	95965	4563	225000	A	76.61		Great Income Producing fully occupied and leased fourplex near Feather River Recreation District & Bedrock Park.	CMP						STD		COD		0	SC			79530519				A	2856	A	B	2	E			ST			CNT		2015-04-11 00:11:17	2015-04-09 10:50:52	2014-09-22 12:20:25	2015-04-11 00:11:17																																								750	1.00	2	U		0	750	750	1	750	1.00	2	U		0	750	750	1	750	1.00	2	U		0	750	750	1	750	2.00	3	U		0	750	750	1																																																		DIST						ASS	
7865531	002191010000		ATW	CA	Elm	1261	900	1978	197500	MC14204118		0.155		ES,FSR	1		UNK	1							0	A				223									2CW	SDW	2	9	3	8	2	10	CA,GAS	1							US	MER	Third		2014-09-18 00:00:00	2014-09-18 00:00:00	0		North on Broadway, Right on third			223				GN			WD	BTH,KTC	1	PC,CR	CC													1725	1725	CF	1	BTH,CF,FORC,SHW,SIT,UFRN	1	1	MC	Maryam	Shabazz	MCSHABMA	00773770		PRICECHG	ELC,WH	1	Refrigerators			mc188	Realty Executives Of Merced		D0,LSR	6756	MR		1725	1395	3	0	3	3	3	3	330		AS	3	1	1	NO	0	95301	4032	205000		97.97		Three clean units, no vacancy factor.  Rents are low for the area.  Each unit has a washer & dryer hookup.  Great opportunity for the smart investor.	TLE	BDDN,LIV					STD		COD		0	SC			79537769		NO	0	A	2016	A	A					AV		TK	CNT		2015-04-27 18:02:34		2014-09-22 15:56:08	2014-09-22 14:47:38																																								575	1.00	2	U		0	0	575	1	575	1.00	2	U		0	0	575	1	575	1.00	2	U		0	0	525	1																																																							220K	NO	0		DIST						ASS	R-3
7868575	5103005028		LA	CA	53rd	675	7920	1904	388000	RS14204406		0.138				C34										A				118		RS	Apolinar	Carrillo	RCARRAPO	01335674	RMU4	Berkshire Hathaway Hm Ser	1CW	SDW	2	2	1	7	6	8									US	LA	Avalon & Slauson		2015-03-18 00:00:00	2014-09-20 00:00:00	0					118																									29904				1	1	RS	Patricia	Fusilier	RFUSIPAT	01353834		HOLD						RMU4	Berkshire Hathaway Hm Ser		YD	6020	MR		2492	27504	2	0	2		2	1	2400			1		31	NO	0	90011	4617	349000	A	212.95		Completely remodeled duplex, 2 bedrooms 1 bath each, among many other upgrades these two units have new kitchens, new stucco, new windows, new in and out paint, new heaters and much more... Has a very large back yard, fully gated, walking distance from schools and park. Perfect for investors or first time buyers,  mortgage payment could be less than a rental payment...							STD					SC,SPD			79546190				A	1822	A			E			ST					2015-04-23 15:00:21	2014-12-05 14:38:30	2014-09-30 17:42:35	2015-03-18 10:37:33		2294																																						1246	1.00	2	U		0	1246	1246	1	1246	1.00	2	U		0	1246	1246	1																																																																			http://www.tourfactory.com/idxr1237731	DIST						ASS	
7869700	6150006010		CMP	CA	Willowbrook	12015	3150	1927	599000	SR14204594		0.205				RN										A				222									1CW	URB	2	1	5	3	6	8									US	LA	Willowbrook and 120th Street		2014-09-19 00:00:00	2014-09-19 00:00:00	0					222																									49200				1	1	SR	Bonaventure	Ugonwa	F150575512	01833630		PRICECHG						F0051800	Bonaventure Ugonwa		D0	8951	CN		4100	41400	4	4	4		4	4	7800			4		3	NO	0	90222	1315	559000		199.53		This is an investor's dream in a good area of Compton. This 4 unit property is ready for an investor to buy and start making money right away. Two units are 1 bedrooms & 1 bath, 3rd unit is a 2 bedroom & 1 bath and 4th Unit have 3 bedroom & 1 bath. The seller has fixed up the property and performed many repairs.  There is no rent control and rents can further be raised if decided by the new owner. Units are individually metered. The entire building has been recently re-surfaced, treated and re-painted. This is a good / clean property and perfect for 1st time buyers or investors.							STD					SIS			79553372				A	3002	A			S			AV					2015-02-15 23:38:33		2014-09-23 08:37:04	2014-09-23 08:28:46		1																																						1500	1.00	3	U	D	1	1500	1500	1	1000	1.00	2	U	D	1	1000	1000	1	800	1.00	1	U	D	1	800	800	2																																																											DIST						ASS	
7881167	313103028		PRS	CA	E. 5TH STREEET	173	0	1979	295000	IG14205388		0.172				229										A				187									2CW	FHL	2	5	4	10	6	8									US	RI	PERRIS BLVD./D STREET		2015-03-16 00:00:00	2014-09-23 00:00:00	0					187																									0				1	1	IG	Julie	Perkins	KPERKJUL	01090328		PRICECHG						KCGD01	Century 21 Gold		ARM	7500	MR		0	0	3	0	3		3	1	0			8		10	NO	0	92570		259000	H	107.82		THREE UNITS THAT CONSIST OF TWO 2 BEDROOMS/1 BATH AND ONE 3 BEDROOM 1 BATH. THE TRIPLEX ACROSS FROM IT IS EXACTLY THE SAME AND IS FOR SALE AS WELL. EACH UNIT HAS ITS OWN ELECTRIC AND GAS METERS AND SELLER PAYS THE WATER, EACH HAS LAUNDRY HOOK UPS INSIDE THE UNITS. Property to be sold along with 179 E. 5th.							STD					SIS			79581628				S	2736	A											2015-04-16 09:37:30	2015-02-13 11:12:16	2014-09-25 19:25:28	2015-03-16 00:11:08		428																																						1600	1.00	2	U		0	1700	1600	2	1000	1.00	3	U		0	1050	1000	1																																																																				DIST						ASS	
7881551	313103020		PRS	CA	5th	179	0	1979	295000	IG14205411		0.179				229										A				187									2CW	FHL	2	5	4	10	6	8									US	RI	PERRIS BLVD.		2015-03-16 00:00:00	2014-09-23 00:00:00	0					187																									0				1	1	IG	Julie	Perkins	KPERKJUL	01090328		PRICECHG						KCGD01	Century 21 Gold		ARM	7808	MR		0	0	3	0	3		3	1	0			8		8	NO	0	92570	2118	259000	H	107.82		THIS TRIPLEX CONSISTS OF TWO 2 BEDROOMS AND 1 BATH AND ONE 3 BEDROOM 1 BATH. EACH HAS LAUNDRY HOOK UPS IN THE UNITS AND HAVE 3 ELECTRIC AND 3 GAS METERES, SELLER PAYS WATER. Property to be sold with 173 e. 5th.							STD					SIS			79582361				L	2736	A			E			ST					2015-04-16 09:38:25	2015-02-13 11:12:47	2014-09-25 19:34:17	2015-03-16 00:11:08		428																																						1550	1.00	2	U		0	1700	1550	2	500	1.00	3	U		0	1100	500	1																																																																				DIST						ASS	
7938387	5850022004		PAS	CA	Washington	1615	22400	1929	1295000	SR14206397		0.115				699										D			4.61	216									NCW	SDW,STM,SL	2	8	7												US	LA	E Washington Blvd , N Allen Av		2014-09-25 00:00:00	2014-09-25 00:00:00	0					216																									86400				1	1	SR	Justin	Dae	F207055968	01519849		NEWLIST						F8595001	Keller Williams Encino-Sherma		AA	4999	CN		7200	59680	3	2	3		3	1	0			5		12	NO	0	91104	2747			230.43		We are pleased to present an attractive mixed-use investment opportunity located at 1615 E Washington Blvd in Pasadena. The property is comprised of ground floor retail space along with two office/residential units on the second floor.  The 5,620 SF property is situated on a 4,996 SF lot zoned Commercial Limited(CL). The zoning allows a variety of uses including office, retail, and residential. There is a two car garage along with a small open lot for parking behind the property with alley access.  The creative office on the second floor is ready for immediate occupancy. The 2,135 SF space features 3 offices, bullpen, reception, kitchen, break room, two bathrooms (one w/tub and shower) and outdoor patio space. The office is ideal for tech, post-production, artist studio, ad agency, casting, creative and general office use.  It was previously used as a three bedroom two bath apartment. There is a second smaller office/studio apartment on the second floor as well with a month to month tenant.  The second floor office/residential units can be leased at market rent providing substantial upside for an investor.  On the other hand an owner/user can occupy one or both of the spaces while offsetting operating costs with income from the retail space below.							STD					SC			79614613				A	5620	A			E			BL					2015-03-26 11:07:22		2014-09-25 11:17:34	2014-09-25 11:03:26		7931																																						3500	0.00	0	U		0	5000	3500	1	700	0.00	0	U		0	900	700	1	0	0.00	0	U	A	2	3000	0	1																																																											DIST						ASS	
7938644	0273043180000		SB	CA	Conejo	1683	15070	1949	395000	IV14206458		0.317				274										A			6.50	216									1CW	URB	8	1	5	3	6	8									US	SB	Pacific St.		2014-09-25 00:00:00	2014-09-25 00:00:00	0					216																							9.02		43800				1	1	IV	ALBERT	LE	IVLEALBER	01468313		NEWLIST						IVLEIN	LE INVESTMENT GROUP		D3	13795	MR		3650	25664	5	0	5		5	1	15070			5		6	NO	0	92404	5575			126.24		(Drive By Only, Please Do Not Disturb Tenants)  Highlights: Turn key Asset With Virtually No Deferred Maintenance, Completely Remodeled Inside & Out, Residential Neighborhood,  High Occupancy Area, Competitive Price Per Unit  The property is a 5-Unit multi-family asset comprised of 1 Studio, 3 one-bedroom one bathroom units, & 1 three-bedroom onebathroom unit. The property has been completely remodeled with new kitchen cabinets, new countertops, new flooring, & new interior & exterior paint. The city of San Bernardino has been among the most vibrant in recovery from the recession. Increased occupancy & stabilization have led to an Increase in values & rents. The Property is a turn key asset located in a 95 % occupancy area with strong running financials.							STD					SC			79616619				A	3129	A						DR					2014-09-25 11:51:27		2014-09-25 11:51:27	2014-09-25 11:49:50		3097																																						550	1.00	0	U		0	550	550	1	675	1.00	1	U		0	725	2025	3	900	1.00	3	U		0	925	900	1																																																											DIST						ASS	
7945886	5367013010		SGAB	CA	Live Oak	209	0	1959	7095000	BB14207140		0.945				654									0	A				215									2CW	SUB	19	8	10				WW	1							US	LA	Del Mar, St. Francis		2014-09-26 00:00:00	2014-09-26 00:00:00	0					215																									402000	WL	1		1	1	BB	Marvin	Meadows	BB41224	01723931		PRICECHG	AR	1				bh5345462	Sage Property Management, Inc.		D0	41165	MR		0	0	31	0	31	11	31	2	238194		AS	42	1	9	NO	0	91776	1455	7165000		315.22		2 adjacent properties - 209 and 215 E. Live Oak St.,  Parcel numbers 5367-013-010, (17 units built in 1959), and 5367-013-011, (14 units built in 1963), are being sold together and will not be sold separately.   Estimated rentable square feet and estimated lot square feet shown are estimates for both properties together.    Well-maintained properties. Exterior was painted in 2013.  New roof on the 215 building just completed in Sept. 2014.  Copper water piping in both buildings.  Units are separately metered for electricity and gas.  Hard-wired combo smoke/carbon monoxide detectors have been installed in all units.  Granite counter tops have been installed in 12 of the 31 units.  There are 42 off-street parking spaces, and there is a laundry room at each building.  DRIVE-BY VIEWING ONLY.  PLEASE DO NOT DISTURB TENANTS OR ONSITE MANAGER.  PLEASE DO NOT WALK ON PROPERTY. PLEASE CLICK ON SUPPLEMENTS BELOW PHOTO ABOVE TO OBTAIN RENT ROLLS AND ADDITIONAL INFORMATION.							STD				0	SIS			79643397				A	22508	A	B	2	E			ST					2015-03-24 09:20:12		2015-02-13 09:10:54	2014-09-26 08:06:26		4811																																						15215	1.00	1	U		0	16875	15215	15	18285	1.00	2	U		0	19875	18285	16																																																																				DIST						APP	R-3
7947037	5719021029		PAS	CA	Glenarm	21	23860	1946	1950000	TR14207354		0.344				647	BV	1								A				217									2CW	SL	2	19	20	8	6	8									US	LA	Fair Oaks Blvd		2014-09-24 00:00:00	2014-09-24 00:00:00	0		West of fair Oaks Blvd on Glenarm			217																									86400				1	1	TR	Julia	Yang	HYANGJUL	01325240	FEE	PRICECHG						8559	Berkshire Hathaway Home Srvcs		LX	14999	MR		7200	63400	8	7	8		8	1	23000			11		8	NO	0	91105	3443	2200000		471.81	8	huge price reduction for quick sale~~Seller motivated							STD					SC			79650723				A	4133	A	A		W			ST					2015-03-28 12:39:53		2014-10-06 11:26:29	2014-09-26 11:35:47		6045																																						7200	8.00	5	U	D	7	12000	7200	8																																																																													DIST						ASS	
7948345	7456014007		SP	CA	13th	335	5000	1924	525000	PW14207476		0.115				185										A				216									2CW	SDW	2	1	5	3	6	8	NO	0							US	LA	Mesa Street		2014-09-25 00:00:00	2014-09-25 00:00:00	0					216								NO	0	PC,CR,LAM															37560	GAS	1		1	1	PW	Cesar	Morales	PMORCES	01790324		PRICECHG	NO	0				PB14770	New Horizon Res & Commercial		AA	5000	MR		3130	32560	4	2	4		0	1	5000		DY	4	1	2	NO	0	90731	4209	560000				Great investment opportunity four unit building in San Pedro! Live in one and rent out the others.2 car garage parking plus driveway for 2 more cars. Property is sold in As Is Condition, All units are occupied,do not disturb occupants. Close to Downtown San Pedro, Ports O Call, shopping, schools and freeways	CMP						STD					SIS			79655143		NO	0	A	0	A			W			ST					2015-04-01 16:30:46		2014-09-26 13:01:48	2014-09-26 12:51:09		$																																						760	0.00	0	U	D	1	950	0		760	0.00	0	U	D	1	950	0		760	0.00	0	U	D	1	950	0		850	0.00	0	U	D	1	950	0																																																			DIST						ASS	
7949341	1047171130000		ONT	CA	11th	1560	0	1961	595000	DW14207616		0.167				686										D				214									NCW	SUB	8	2	1	7	6	8									US	SB	N 11TH ST/ E 7TH ST		2015-03-13 00:00:00	2014-09-25 00:00:00	0					214																									0				1	1	DW	Leonel**	Molina Jr	YMOLINA9	01720799		PRICECHG						YLMJ	Leonel Molina Jr., Broker		AVCS	7260	MR		0	0	4	0	4		4	4	0		AS	4	1	1	NO	0	91764	1338	615000	A	173.37		PRICE REDUCTION!!!! 4 unit residential property located in the City of Ontario. Property features all 2 bed/1 bath units with 4 carport spaces in the rear. Each tenant pays for Gas and Electric. The square footage for each unit is approximately 858. Property is just North side of 10 freeway between Campus Ave and Grove Ave. Property is near many single family homes. Ideal property for beginning investor or owner occupied.							STD					SIS			79659170				A	3432	A			N			AV					2015-03-30 14:13:42	2015-03-11 11:58:10	2014-09-26 14:22:56	2015-03-13 17:04:00		6121																																						0	1.00	2	U	D	0	0	0	4																																																																													DIST						EST	
7952318	6063026013		LA	CA	107th	207	0	1941	290000	DW14208033		0.119				C34										A				190									1CW	RUR,SL	2	1	5	3	6	8									US	LA	E. 107th Street / Wall Street		2015-04-23 00:10:45	2014-09-20 00:00:00	0					190				GS																					0	WL	1		1	1	DW	Ana	Orozco	YOROZANA	01308847		HOLD						DWNVR	New Vista Realty		D0	5200	MR		0	0	0	2	0		2	0	0			4		1	NO	0	90003	4734		A	150.65		Lots of potential for these two units, the second unit is almost done, it requires a final inspection review from the city. The owners were not able to complete it, their loss your gain. Overall the first unit is in great shape with some cosmetic work needed.							FOR,NOD,SPAY					SIS			79675259				A	1925	A	A		E			ST					2015-04-23 00:10:45	2015-03-23 11:36:10	2014-09-28 22:37:51	2015-04-23 00:10:45		5745																																						0	3.00	4	U	D	2	0	0	2																																																																													DIST						ASS	
7954833			LA	CA	hooper ave	6713	0	1940	425000	SR14208441		0.117				C42										A				214									2CW	SDW	2	1	5	3	6	8									US	LA	gage		2014-09-27 00:00:00	2014-09-27 00:00:00	0					214																									42300				1	1	SR	Jose	Lira	SR207059575	01919947		PRICECHG						F2435003	Pinnacle Estate Properties,In		AVCS	5115	CN		3525	0	4	0	4		4	1	0			4		2	NO	0	90001		410000		182.72		4 UNITS 2-2 BEDROOMS 1 BATH AND  2- 2 BEDROOMS 1 BATH PLUS THERE IS A  BONUS ROOM THAT IS RENTED FOR $ 500. A MONTH FOR A TOTAL $ 3525.00 A MONTH . RENTS ARE VERY LOW, RENTS ARE DIRECT DEPOSIT TO THE OWNERS BANK ACCOUNT EVERY MONTH. SELLER WILL CONSIDER CARRYING A FIRST LOAN WITH APPROPRIATE DOWN PAYMENT AT A COMPETITIVE INTEREST RATE							STD					SIS			79692631					2326	A											2015-04-20 08:58:21		2014-09-28 12:11:21	2014-09-27 20:07:06		5450																																						775	1.00	2	U		0	0	775	4	700	1.00	2					700		900	1.00	1					900		650	1.00	1					650																																																			DIST						ASS	
7955259			LA	CA	E 68 th street	1253	0	1939	395000	SR14208521		0.111				C42										A				214									2CW	SDW	2	1	5	3	6	8									US	LA	gage		2014-09-27 00:00:00	2014-09-27 00:00:00	0					214																									34800				1	1	SR	Jose	Lira	SR207059575	01919947		PRICECHG						F2435003	Pinnacle Estate Properties,In		AVCS	4845	CN		2900	0	2	0	2		3	1	0			3		1	NO	0	90001		410000		206.05		2 Buildings 3 units $ 2900. a month income, long time renters, rents are below average rent, tenants have a direct monthly deposit to the owners bank account.SELLER WILL CONSIDER CARRYING A 1ST LOAN WITH APPROPRIATE DOWN PAYMENT AT A COMPETITIVE INTEREST RATE							STD					SIS			79696434					1917	A											2015-04-20 09:03:07		2014-09-28 12:16:57	2014-09-28 09:58:08		5450																																						1200	1.00	3	U		0	0	1200	3	900	1.00	2	U		0		900		800	1.00	1	U		0		800																																																												DIST						ASS	
7955437	0407074180000		HSP	CA	Vine	16531	4780	1980	185000	PW14208562		0.172				HSP									0	D				213									NCW	RUR	2		1	7	6	8	EV	1							US	SB	Main and 3rd		2014-09-28 00:00:00	2014-09-28 00:00:00	0		East on Main. Left/North 3rd. Right/East Vine			213																									18300				1	1	PW	Long	Nguyen	GNGUYLON	00938764	FEE	NEWLIST						G173	Longview Realty  Inc.		AA	7500	MR		1525	13520	2	0	2		2	1	4780			4		4	NO	0	92345	3164			88.10		OPPORTUNITY KNOCKS. Price Reduced. Two homes on one lot. 2 bdrm, 2 bath each unit is 1050 Square Feet. Fully rented. Long term tenants.							STD					SEPT			79698431				A	2100	A	A	1				ST					2014-12-28 10:16:44		2014-09-28 13:03:05	2014-09-28 12:59:49		0																																						700	2.00	2	U		0	800	700	1	825	2.00	2	U		0	825	825	1																																																																				DIST						ASS	
7960770	1047201010000		ONT	CA	Richland	768	0	1963	580000	CV14209278		0.267				686	UNK	1							0	D				213									NCW	SDW	2	1	5	3	6	8	NO	0							US	SB	10fwy / Campus		2014-09-28 00:00:00	2014-09-28 00:00:00	0					213								NO	0																0	WL	1		1	1	CV	GEORGINA	ESQUIVEL	C23373	01318162	FEE	PRICECHG	IG	1	All tenants personal property			1438	PALMAS REALTY GROUP, INC		AVCS	11649	MR		0	0	4	4	4		4	1	0			4		13	NO	0	91764	1322	600000		169.00		Excellent opportunity in Ontario. All units very well maintained inside and out, good on time tenants.							STD					UNK			79728069		NO	0	A	3432	A	B	2	E			ST				602D4	2015-03-27 18:45:07		2014-10-01 11:02:05	2014-09-29 16:19:04		5557																																						1050	1.00	2	U	D	1	0	1050	1	975	1.00	2	U	D	1	0	975	1	975	1.00	2	U	D	1	0	975	1	950	1.00	2	U	D	1	0	950	1																																															NO	0		DIST						ASS	
7962107	1191301240000		HLND	CA	Reedy	2097	0	1964	339990	WS14209424		0.247				276										A				212									2CW	SL	1	2	3	8	6										US	SB	Palm Ave		2014-09-29 00:00:00	2014-09-29 00:00:00	0					212																									0				1	1	WS	IVAN ANTHONY	SOLIS	W78167	01128055		NEWLIST						7631	CENTRAL FINANCIAL & REALTY		D0	10739	MR		0	0	4	0	4		4	5	0			6		4	NO	0	92346	4537			92.89		Fabulous 4 plex great for an investment and/or owner occupant. These are large units. They have been remodeled and have tile flooring. All units are 2Bedroon 1Bath. One unit is upstairs. 4 Car Covered Parking. Community Laundry Room Each unit has their own private rear yard.							STD					SC			79733524				A	3660	A	B					AV					2015-03-23 17:44:52		2014-09-29 18:35:18	2014-09-29 18:34:25		4864																																						0	1.00	2	U	D	0	0	0	4																																																																													DIST						EST	
7966201	6040029004		LA	CA	90th	211	5262	1913	450000	SR14209948		0.124				C34	BV	1								A				215									1CW	SL	1	2	1	7	6	8	CA	1							US	LA	Broadway and 90th St		2014-09-26 00:00:00	2014-09-26 00:00:00	0					215								DIN	1	CR	CC														2600				1	1	SR	Job	Palacios	F207052525	01774762		NEWLIST	ELC	1				F8743001	Skyler Realty		D0	5400	CN		2400	2400	2	2	2		2	1	200			4		1	NO	0	90003	3623			191.98		nice and clean property ready to move in							STD					SIS			79754466				A	2344	A	A		W			ST					2014-10-06 13:45:35		2014-10-06 13:45:35	2014-09-30 13:10:50		2402																																						1300	2.00	3	U		0	1300	1300	1	1300	2.00	3	U		0	1300	1300	1																																																																				DIST						ASS	
7967566	031140045000		OROV	CA	Gaylor	76	0	1967	275000	OR14210144		0.360														A				213									1CW	SUB	2	1	4	3	8										US	BUT	Fogg		2014-09-28 00:00:00	2014-09-28 00:00:00	0					213																									0				1	1	OR	Brad	White	ORBRADO	01104122	FEE	PRICECHG						ORFRProp	Feather River Properties		D1	15682	MR		0	0	2	0	2		3	0	0		UAS	4	1	1	NO	0	95965	3478	280000		111.61		3 units total. 3 bedroom 2 bath home and duplex with 2 bedroom 1 bath units. Mostly rented. Great quite street in growing area. Extra Land available.							STD					SC			79760917				A	2464	A	A					AV					2015-04-15 11:15:31		2014-10-01 17:12:39	2014-09-30 15:38:05																																								1350	2.00	3	U		0	0	1350	1	900	1.00	2	U		0	0	900	2																																																																				DIST						ASS	
7969222	8578006009		ELM	CA	Gibson	3535	15094	1961	779000	CV14210396		0.247				619										D				211									NCW	CRB,SDW	2	9	6	8	20	3									US	LA	valley blvd. and  baldwin		2014-09-30 00:00:00	2014-09-30 00:00:00	0					211																									40800				1	1	CV	MARISELA	HERRERA	C14660	01492657		PRICECHG						2226	CENTURY 21 BRIGHT HORIZONS		D0	10770	MR		3525	25706	3	2	2		3	1	15094			8		34	NO	0	91731	2374	749000		310.98		Take a look at this Great Income Property in nice area of El Monte. This property features 3 large, well maintained detached residential homes on a large lot. 3539 Gibson Front unit features 3 spacious bedrooms and 2 baths, 3537 Gibson middle house features 2 spacious bedrooms and 1 bath, and 3535 Gibson back house features 2 spacious bedrooms and 1 bath all on a large lot........although all information deemed reliable  not guaranteed. Buyers and buyers agent to do due diligence.							STD				0	SIS			79770342				A	2505	A	A					RD					2015-01-16 15:48:09		2015-01-16 15:48:09	2014-09-30 20:43:52		7177																																						1700	2.00	3	U	A	2	1900	1700	1	925	1.00	2	U		0	1400	925	1	900	1.00	2	U		0	1300	900	1																																																											DIST						ASS	
